surface,slot,canonical_value,level,priority,category_hint,need_hint,gate_hint,is_protected,allow_nested,match_type,source,memo,use_typo,typo_threshold,use_embedding,embedding_text,embedding_threshold
홍수,coverage_focus,풍수해보장,5,7600,풍수해보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,홍수 풍수해보장 풍수해보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
화상진단비,coverage_focus,화상진단비,5,7600,화상보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,화상진단비 화상진단비 화상보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
화상치료,coverage_focus,화상진단비,5,7600,화상보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,화상치료 화상진단비 화상보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
화재배상,coverage_focus,화재배상책임,5,7600,화재보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,화재배상 화재배상책임 화재보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
황달,coverage_focus,신생아질병보장,5,7600,태아보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,황달 신생아질병보장 태아보험 보장범위확인 태아/어린이/발달 담보,0.82
휴대품 손해,coverage_focus,휴대품손해보장,5,7600,여행자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,휴대품 손해 휴대품손해보장 여행자보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
흉터 치료,coverage_focus,흉터치료비,5,7600,여성건강보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,흉터 치료 흉터치료비 여성건강보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
흉터복원,coverage_focus,흉터치료비,5,7600,여성건강보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,흉터복원 흉터치료비 여성건강보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
흑색종,coverage_focus,피부암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,부위별 암 담보,Y,0.90,Y,흑색종 피부암진단비 암보험 보장범위확인 부위별 암 담보,0.82
가임력보존,coverage_focus,가임력보존,5,7560,난임보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,가임력보존 가임력보존 난임보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
갑상선암,coverage_focus,갑상선암진단비,5,7560,여성암보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,갑상선암 갑상선암진단비 여성암보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
공황장애,coverage_focus,공황장애보장,5,7560,정신건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,공황장애 공황장애보장 정신건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
난임,coverage_focus,난임치료비,5,7560,난임보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,난임 난임치료비 난임보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
난임치료,coverage_focus,난임치료비,5,7560,난임보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,난임치료 난임치료비 난임보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
다태아,coverage_focus,다태아출산보장,5,7560,임신출산보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,다태아 다태아출산보장 임신출산보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
류마티스,coverage_focus,류마티스관절염보장,5,7560,여성건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,류마티스 류마티스관절염보장 여성건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
비대성흉터,coverage_focus,비대성흉터진단비,5,7560,여성건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,비대성흉터 비대성흉터진단비 여성건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
쌍둥이,coverage_focus,다태아출산보장,5,7560,임신출산보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,쌍둥이 다태아출산보장 임신출산보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
여성생식기,coverage_focus,여성생식기질환보장,5,7560,여성건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,여성생식기 여성생식기질환보장 여성건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
우울증,coverage_focus,우울증보장,5,7560,정신건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,우울증 우울증보장 정신건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
유갑생,coverage_focus,유방갑상선생식기보장,5,7560,여성건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,유갑생 유방갑상선생식기보장 여성건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
유방갑상선,coverage_focus,유방갑상선보장,5,7560,여성건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,유방갑상선 유방갑상선보장 여성건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
유방암,coverage_focus,유방암진단비,5,7560,여성암보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,유방암 유방암진단비 여성암보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
유방암반복,coverage_focus,유방암반복보장,5,7560,여성암보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,유방암반복 유방암반복보장 여성암보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
임신중독증,coverage_focus,임신중독증보장,5,7560,임신출산보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,임신중독증 임신중독증보장 임신출산보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
임신질환,coverage_focus,임신질환보장,5,7560,임신출산보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,임신질환 임신질환보장 임신출산보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
자궁내막증,coverage_focus,자궁내막증보장,5,7560,여성건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,자궁내막증 자궁내막증보장 여성건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
자궁암,coverage_focus,자궁암진단비,5,7560,여성암보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,자궁암 자궁암진단비 여성암보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
재진단유방암,coverage_focus,재진단유방암,5,7560,여성암보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,재진단유방암 재진단유방암 여성암보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
정신건강,coverage_focus,정신건강보장,5,7560,정신건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,정신건강 정신건강보장 정신건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
출산축하금,coverage_focus,출산축하금,5,7560,임신출산보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,출산축하금 출산축하금 임신출산보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
켈로이드,coverage_focus,켈로이드흉터치료비,5,7560,여성건강보험,보장범위확인,detailed,N,N,contains,base,여성/난임/출산/정신건강 담보 확장,Y,0.90,Y,켈로이드 켈로이드흉터치료비 여성건강보험 보장범위확인 여성/난임/출산/정신건강 담보 확장,0.82
COPD,coverage_focus,COPD진단비,5,7550,호흡기질환보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,COPD COPD진단비 호흡기질환보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
가전수리,coverage_focus,가전제품수리비,5,7550,생활위험보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,가전수리 가전제품수리비 생활위험보험 보장 치료 진단 수술 생활위험 운전자 펫 여행 배상,0.82
가족일상배상,coverage_focus,가족일상생활배상책임,5,7550,배상책임보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,가족일상배상 가족일상생활배상책임 배상책임보험 보장 치료 진단 수술 생활위험 운전자 펫 여행 배상,0.82
간경변,coverage_focus,간질환진단비,5,7550,질병보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,간경변 간질환진단비 질병보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
간경화,coverage_focus,간질환진단비,5,7550,질병보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,간경화 간질환진단비 질병보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
간염,coverage_focus,간염진단비,5,7550,질병보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,간염 간염진단비 질병보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
갑상선기능저하,coverage_focus,갑상선기능저하증진단비,5,7550,질병보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,갑상선기능저하 갑상선기능저하증진단비 질병보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
갑상선기능항진,coverage_focus,갑상선기능항진증진단비,5,7550,질병보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,갑상선기능항진 갑상선기능항진증진단비 질병보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
강아지MRI,coverage_focus,펫MRI검사비,5,7550,펫보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,강아지MRI 펫MRI검사비 펫보험 보장 치료 진단 수술 생활위험 운전자 펫 여행 배상,0.82
개인정보유출,coverage_focus,개인정보유출피해보장,5,7550,사이버보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,개인정보유출 개인정보유출피해보장 사이버보험 보장 치료 진단 수술 생활위험 운전자 펫 여행 배상,0.82
결핵,coverage_focus,결핵진단비,5,7550,호흡기질환보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,결핵 결핵진단비 호흡기질환보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
고액치료비암,coverage_focus,고액치료비암진단비,5,7550,암보험,보장범위확인,detailed,N,N,contains,base,최신 암 치료/치료비 담보 확장,Y,0.90,Y,고액치료비암 고액치료비암진단비 암보험 보장범위확인 최신 암 치료/치료비 담보 확장,0.82
고양이MRI,coverage_focus,펫MRI검사비,5,7550,펫보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,고양이MRI 펫MRI검사비 펫보험 보장 치료 진단 수술 생활위험 운전자 펫 여행 배상,0.82
고지혈증,coverage_focus,고지혈증,5,7550,유병자보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,고지혈증 고지혈증 유병자보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
고혈압합병증,coverage_focus,고혈압합병증진단비,5,7550,유병자보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,고혈압합병증 고혈압합병증진단비 유병자보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
관절염,coverage_focus,관절염진단비,5,7550,관절보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,관절염 관절염진단비 관절보험 보장 치료 진단 수술 성인질환 만성질환 질병,0.82
교통사고처리지원,coverage_focus,교통사고처리지원금,5,7550,운전자보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,교통사고처리지원 교통사고처리지원금 운전자보험 보장 치료 진단 수술 생활위험 운전자 펫 여행 배상,0.82
